URL,Zip code,City,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Terrace area,Garden,Garden area,Surface of the land,Number of facades,Swimming pool,State of the building
https://immovlan.be/en/detail/residence/for-sale/1700/dilbeek/rbv04598,1700,Dilbeek,House,residence,459000,for sale,3,214,,0,,1,30,1,,1537,4,,
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbd62280,6700,Arlon,Apartment,apartment,310000,for sale,3,139,,0,,0,,0,,,,,1
https://immovlan.be/en/detail/residence/for-sale/1080/sint-jans-molenbeek/rbr71336,1080,Sint-Jans-Molenbeek,House,residence,250000,for sale,5,190,,1,,1,,1,,190,2,,
https://immovlan.be/en/detail/residence/for-sale/4170/comblain-au-pont/vbd88568,4170,Comblain-au-Pont,House,residence,155000,for sale,2,130,,0,,1,35,1,1441,1552,4,0,0
https://immovlan.be/en/detail/apartment/for-sale/1120/neder-over-heembeek/rbu37697,1120,Neder-Over-Heembeek,Apartment,apartment,435000,for sale,3,,,,,1,9,0,,,2,,4
https://immovlan.be/en/detail/residence/for-sale/3350/linter/rbv08071,3350,Linter,House,residence,625000,for sale,8,430,,,,1,60,1,6200,6242,,,2
https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbd15728,1480,Tubize,House,residence,260000,for sale,4,124,,0,,1,34,1,104,210,2,0,1
https://immovlan.be/en/detail/residence/for-sale/7850/enghien/vbd88700,7850,Enghien,House,residence,230000,for sale,2,140,,0,,1,40,0,,133,2,,0
https://immovlan.be/en/detail/apartment/for-sale/1410/waterloo/vbd13685,1410,Waterloo,Apartment,apartment,899000,for sale,3,173,2,0,,1,20,1,,,,0,2
https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbv16619,3700,Berg,House,residence,249000,for sale,3,190,,,,0,,1,,460,3,,
https://immovlan.be/en/detail/residence/for-sale/1070/anderlecht/vbc68971,1070,Anderlecht,House,residence,369000,for sale,4,145,2,0,,1,15,1,100,156,2,,0
https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbc57953,1040,Etterbeek,Apartment,apartment,265000,for sale,1,75,3,,,0,,0,,,,,
https://immovlan.be/en/detail/residence/for-sale/1060/sint-gillis/vbd90706,1060,Sint-Gillis,House,residence,775000,for sale,6,210,,1,,1,15,1,30,,,,
https://immovlan.be/en/detail/mixed-building/for-sale/1030/schaarbeek/vbd85153,1030,Schaarbeek,House,mixed-building,895000,for sale,4,315,3,0,,1,,0,,,3,0,1
https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbd70413,4000,Liege,Apartment,apartment,301832,for sale,3,101,,,,1,8,0,,,2,,
https://immovlan.be/en/detail/villa/for-sale/6880/auby-sur-semois/vwd15436,6880,Auby-sur-Semois,House,villa,750000,for sale,7,350,2,,,1,,1,,7378,4,,1
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd89059,1050,Elsene,Apartment,apartment,450000,for sale,2,118,,,,1,3,0,,,,,1
https://immovlan.be/en/detail/apartment/for-sale/1020/laken/rbt72000,1020,Laken,Apartment,apartment,235000,for sale,2,90,,0,,1,3,0,,,2,0,
https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbd66264,1080,Sint-Jans-Molenbeek,Apartment,apartment,199000,for sale,2,84,,0,,1,7,0,,,2,,0
https://immovlan.be/en/detail/apartment/for-sale/3900/pelt/rbu61958,3900,Pelt,Apartment,apartment,277000,for sale,2,88,,,,1,12,1,,,,,4
https://immovlan.be/en/detail/residence/for-sale/8200/sint-andries/rbv36699,8200,Sint-Andries,House,residence,365000,for sale,4,171,,,,1,,1,,235,2,,
https://immovlan.be/en/detail/studio/for-sale/9000/gent/rbv25761,9000,Gent,Apartment,studio,185000,for sale,1,32,2,0,,0,,0,,,2,0,2
https://immovlan.be/en/detail/mixed-building/for-sale/1070/anderlecht/vwd16387,1070,Anderlecht,House,mixed-building,390000,for sale,3,90,,,,,,,,,2,,3
https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbd85301,1160,Oudergem,Apartment,apartment,580000,for sale,2,94,,,0,1,21,1,,,2,,4
https://immovlan.be/en/detail/residence/for-sale/5555/bievre/vbd77637,5555,Bièvre,House,residence,,for sale,5,442,3,0,,1,28,1,750,1220,4,0,3
https://immovlan.be/en/detail/residence/for-sale/6953/forrieres/vbd78296,6953,Forrières,House,residence,,for sale,3,120,,0,,1,10,1,,730,3,0,0
https://immovlan.be/en/detail/residence/for-sale/3080/duisburg/vbd66209,3080,Duisburg,House,residence,925000,for sale,4,295,,,1,1,28,1,1252,1455,4,,1
https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbd84863,1160,Oudergem,Apartment,apartment,440000,for sale,3,46,,,0,1,,0,,,4,,4
https://immovlan.be/en/detail/residence/for-sale/1040/etterbeek/vbd80555,1040,Etterbeek,House,residence,590000,for sale,4,175,,0,,0,,0,,70,2,,0
https://immovlan.be/en/detail/residence/for-sale/6840/neufchateau/vbd90888,6840,Neufchâteau,House,residence,,for sale,3,147,,,,0,,0,,80,,,0
https://immovlan.be/en/detail/residence/for-sale/6240/farciennes/vbd89177,6240,Farciennes,House,residence,229000,for sale,3,130,,,,1,54,1,,138,2,,
https://immovlan.be/en/detail/residence/for-sale/6140/fontaine-l-eveque/vbd82478,6140,Fontaine-l,House,residence,140000,for sale,2,85,1,0,,0,,0,,69,2,0,
https://immovlan.be/en/detail/residence/for-sale/6900/marche-en-famenne/vbd73019,6900,Marche-en-Famenne,House,residence,345000,for sale,2,108,,0,0,1,,1,,,,,0
https://immovlan.be/en/detail/residence/for-sale/5030/beuzet/vbd58211,5030,Beuzet,House,residence,299000,for sale,3,125,3,0,,1,,1,762,929,3,0,1
https://immovlan.be/en/detail/mixed-building/for-sale/1090/jette/vbd66962,1090,Jette,House,mixed-building,575000,for sale,,260,3,0,,1,,0,,,3,0,1
https://immovlan.be/en/detail/residence/for-sale/3945/ham/rbv05573,3945,Ham,House,residence,495000,for sale,3,148,,,,1,30,1,,992,2,,
https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbd84506,1060,Sint-Gillis,Apartment,apartment,700000,for sale,3,269,,,,1,,,,,,0,
https://immovlan.be/en/detail/apartment/for-sale/1170/watermaal-bosvoorde/vbd71491,1170,Watermaal-Bosvoorde,Apartment,apartment,920000,for sale,3,250,,,,1,70,1,150,,3,,
https://immovlan.be/en/detail/penthouse/for-sale/1180/ukkel/vbc74326,1180,Ukkel,Apartment,penthouse,450000,for sale,1,84,2,0,,1,70,0,,,2,0,2
https://immovlan.be/en/detail/residence/for-sale/6032/mont-sur-marchienne/vbd92639,6032,Mont-sur-Marchienne,House,residence,159000,for sale,3,108,,0,,0,,1,,445,3,,0
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd37609,1050,Elsene,Apartment,apartment,780000,for sale,4,147,2,1,,1,20,0,,,2,0,2
https://immovlan.be/en/detail/apartment/for-sale/8370/blankenberge/rbv29011,8370,Blankenberge,Apartment,apartment,459000,for sale,2,97,,1,,1,,0,,,,,1
https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel-zichem/rbv34954,3270,Scherpenheuvel-Zichem,House,residence,429900,for sale,3,144,,,,1,,1,,600,4,,
https://immovlan.be/en/detail/residence/for-sale/3500/hasselt/rbu67520,3500,Hasselt,House,residence,185000,for sale,1,36,,,,1,,1,,17834,4,,
https://immovlan.be/en/detail/cottage/for-sale/7830/silly/vwd16754,7830,Silly,Apartment,cottage,240000,for sale,3,105,3,,,,,1,,,4,,0
https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbd09529,1400,Nivelles,House,residence,350000,for sale,5,427,,0,,1,57,0,,302,2,,0
https://immovlan.be/en/detail/apartment/for-sale/5000/beez/vbd55624,5000,Beez,Apartment,apartment,179000,for sale,2,95,,,,,,,,,2,,1
https://immovlan.be/en/detail/residence/for-sale/1410/waterloo/vwd15992,1410,Waterloo,House,residence,795000,for sale,6,200,2,,,1,56,1,300,806,,,1
https://immovlan.be/en/detail/apartment/for-sale/9120/beveren/rbv36870,9120,Beveren,Apartment,apartment,279000,for sale,1,60,,0,,1,,0,,,4,,2
https://immovlan.be/en/detail/apartment/for-sale/9100/sint-niklaas/rbv38075,9100,Sint-Niklaas,Apartment,apartment,354000,for sale,3,126,,,,1,25,1,,,,,4
https://immovlan.be/en/detail/residence/for-sale/6020/dampremy/vbd91435,6020,Dampremy,House,residence,135000,for sale,4,143,,0,,1,5,1,150,240,3,0,0
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbv24435,2830,Willebroek,Apartment,apartment,195000,for sale,,100,,,,0,,1,,,2,,
https://immovlan.be/en/detail/residence/for-sale/9240/zele/rbu43559,9240,Zele,House,residence,389500,for sale,3,173,,,,1,,1,,230,3,,4
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vwd08506,1050,Elsene,Apartment,apartment,670000,for sale,3,188,3,,1,1,,1,,,3,,1
https://immovlan.be/en/detail/residence/for-sale/7740/pecq/vbd90203,7740,Pecq,House,residence,195000,for sale,3,132,,,,0,,1,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbd83546,1000,Brussels,Apartment,apartment,895000,for sale,3,214,,0,,1,18,1,80,,,1,3
https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbc67812,1080,Sint-Jans-Molenbeek,Apartment,apartment,220000,for sale,2,80,3,0,,1,30,,,,2,0,0
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd59499,7090,Braine-le-Comte,Apartment,apartment,480000,for sale,8,380,,0,,1,46,1,46,,2,0,1
https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbd82902,1000,Brussels,Apartment,apartment,299000,for sale,1,51,2,1,,0,,0,,,2,0,1
https://immovlan.be/en/detail/residence/for-sale/6941/durbuy/vbd93284,6941,Durbuy,House,residence,265000,for sale,3,80,1,0,,1,,1,,3186,4,0,1
https://immovlan.be/en/detail/residence/for-sale/7540/melles/vbd91778,7540,Melles,House,residence,325000,for sale,5,160,3,0,,1,,1,810,990,4,0,1
https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbd00095,6061,Montignies-sur-Sambre,House,residence,139000,for sale,2,130,2,0,,1,10,1,95,153,3,,1
https://immovlan.be/en/detail/apartment/for-sale/1800/vilvoorde/rbu51079,1800,Vilvoorde,Apartment,apartment,424000,for sale,3,110,2,0,,1,12,0,,,2,0,2
https://immovlan.be/en/detail/apartment/for-sale/1150/sint-pieters-woluwe/vbd84892,1150,Sint-Pieters-Woluwe,Apartment,apartment,682500,for sale,2,107,,,0,1,9,0,,,3,,4
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd83307,7100,La,House,residence,210000,for sale,4,,,,,1,,1,,401,,,
https://immovlan.be/en/detail/duplex/for-sale/1480/tubize/vbd59710,1480,Tubize,Apartment,duplex,275000,for sale,3,152,3,0,,1,58,1,115,,2,0,1
https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbd72554,1040,Etterbeek,Apartment,apartment,295000,for sale,2,84,1,0,,1,,,,,2,0,1
https://immovlan.be/en/detail/residence/for-sale/1020/laken/vbd93042,1020,Laken,House,residence,399000,for sale,3,203,3,0,,1,5,1,76,155,2,0,2
https://immovlan.be/en/detail/residence/for-sale/1430/rebecq/vbd23129,1430,Rebecq,House,residence,275000,for sale,6,200,3,0,,1,120,1,400,500,3,,0
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd62139,5000,Namur,Apartment,apartment,225000,for sale,3,70,3,0,,0,,0,,,3,0,1
https://immovlan.be/en/detail/apartment/for-sale/1120/neder-over-heembeek/rbu37688,1120,Neder-Over-Heembeek,Apartment,apartment,270000,for sale,1,,,,,1,9,1,,,2,,4
https://immovlan.be/en/detail/mixed-building/for-sale/5377/somme-leuze/vbd84099,5377,Somme-Leuze,House,mixed-building,690000,for sale,,765,,0,,1,,1,,1130,4,1,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd57155,1200,Sint-Lambrechts-Woluwe,Apartment,apartment,345000,for sale,2,70,,0,,1,9,0,,,2,,2
https://immovlan.be/en/detail/residence/for-sale/7160/chapelle-lez-herlaimont/vbd92245,7160,Chapelle-lez-Herlaimont,House,residence,125000,for sale,2,106,,,,1,10,1,180,600,2,,
https://immovlan.be/en/detail/residence/for-sale/1090/jette/vbd88943,1090,Jette,House,residence,425000,for sale,4,155,2,0,,0,,1,14,,2,,1
https://immovlan.be/en/detail/residence/in-public-sale/1190/vorst/vbd93779,1190,Vorst,House,residence,800000,in public sale,7,460,,,,,,,,230,,,
https://immovlan.be/en/detail/residence/for-sale/5002/saint-servais/vbd80932,5002,Saint-Servais,House,residence,165000,for sale,1,82,,0,,1,20,0,,91,4,0,0
https://immovlan.be/en/detail/chalet/in-public-sale/5541/hastiere-par-dela/vbd86135,5541,Hastière-par-delà,Apartment,chalet,10000,in public sale,1,54,,,,1,,0,,56,2,,0
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd79472,1140,Evere,Apartment,apartment,250000,for sale,2,83,,0,,1,3,0,,,2,,1
https://immovlan.be/en/detail/residence/for-sale/9000/gent/vbd90936,9000,Gent,House,residence,350000,for sale,4,148,2,,,0,,0,,53,2,0,0
https://immovlan.be/en/detail/residence/for-sale/1040/etterbeek/vbd91950,1040,Etterbeek,House,residence,690000,for sale,6,262,,0,,1,26,1,104,174,2,0,0
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd90199,1180,Ukkel,Apartment,apartment,440000,for sale,3,120,,0,,1,30,0,,,,,0
https://immovlan.be/en/detail/cottage/for-sale/6900/marche-en-famenne/vbd43009,6900,Marche-en-Famenne,Apartment,cottage,200000,for sale,3,,,0,,1,,1,,3402,4,,0
https://immovlan.be/en/detail/residence/for-sale/4600/vise/vbd91436,4600,Visé,House,residence,95000,for sale,3,104,,,,1,6,0,,100,4,0,0
https://immovlan.be/en/detail/residence/for-sale/9550/herzele/rbv27209,9550,Herzele,House,residence,395000,for sale,4,205,,0,,0,,1,,538,,,1
https://immovlan.be/en/detail/residence/for-sale/3581/beverlo/rbv23088,3581,Beverlo,House,residence,239000,for sale,3,151,,,,1,,1,,1760,2,,
https://immovlan.be/en/detail/cottage/for-sale/3540/herk-de-stad/rbv01306,3540,Herk-de-Stad,Apartment,cottage,1250000,for sale,3,281,2,0,1,1,,1,,3304,4,0,2
https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/rbv26415,1000,Brussels,Apartment,apartment,498000,for sale,2,98,,0,,1,2,0,,,,,1
https://immovlan.be/en/detail/penthouse/for-sale/1090/jette/vbd75800,1090,Jette,Apartment,penthouse,289000,for sale,1,62,3,0,,1,33,0,,,2,0,1
https://immovlan.be/en/detail/residence/for-sale/4845/jalhay/vbd92349,4845,Jalhay,House,residence,500000,for sale,4,227,,0,,1,,1,2000,7720,4,,1
https://immovlan.be/en/detail/residence/for-sale/3550/heusden-zolder/rbv28246,3550,Heusden-Zolder,House,residence,379000,for sale,3,174,,0,,1,,1,226,494,3,,4
https://immovlan.be/en/detail/residence/for-sale/4400/flemalle/vbd93615,4400,Flémalle,House,residence,399000,for sale,3,100,3,0,,1,30,1,885,1231,4,0,2
https://immovlan.be/en/detail/residence/for-sale/5002/saint-servais/vbd89281,5002,Saint-Servais,House,residence,219000,for sale,3,136,1,0,,1,,1,,335,2,0,0
https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbd91286,4100,Seraing,House,residence,249000,for sale,3,87,,0,,0,,1,,228,,,1
https://immovlan.be/en/detail/residence/for-sale/5500/dinant/vbd60696,5500,Dinant,House,residence,199000,for sale,3,135,,0,0,1,40,1,140,,,,1
https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbd86272,4020,Liege,House,residence,189000,for sale,3,89,3,0,,1,11,1,40,124,2,0,2
https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbd88231,4020,Liege,House,residence,250000,for sale,4,138,1,,,1,19,1,209,300,2,0,1
https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu91626,3800,Sint-Truiden,Apartment,apartment,215000,for sale,3,193,,,,1,,0,,,,,
https://immovlan.be/en/detail/residence/for-sale/1630/linkebeek/vbd93741,1630,Linkebeek,House,residence,550000,for sale,5,210,2,0,,1,,1,100,279,2,,1
https://immovlan.be/en/detail/mixed-building/for-sale/5570/beauraing/vbd55550,5570,Beauraing,House,mixed-building,190000,for sale,3,200,1,0,,0,,0,,,2,0,0
https://immovlan.be/en/detail/residence/for-sale/1640/sint-genesius-rode/vbd83701,1640,Sint-Genesius-Rode,House,residence,389000,for sale,3,150,,0,,0,,0,,205,2,,0
https://immovlan.be/en/detail/apartment/for-sale/3980/tessenderlo/rbu56940,3980,Tessenderlo,Apartment,apartment,229000,for sale,3,133,,,,1,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/8501/bissegem/rbv27671,8501,Bissegem,House,residence,421000,for sale,3,,,,,0,,1,,,,,4
https://immovlan.be/en/detail/duplex/for-sale/3630/meeswijk/rwc41877,3630,Meeswijk,Apartment,duplex,235000,for sale,2,128,,,,1,,,,,,,2
https://immovlan.be/en/detail/apartment/for-sale/5150/franiere/vbd79300,5150,Franière,Apartment,apartment,159000,for sale,2,108,,0,,1,,1,,,2,,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd92570,1200,Sint-Lambrechts-Woluwe,Apartment,apartment,495000,for sale,2,95,2,0,,1,6,1,,,3,0,4
https://immovlan.be/en/detail/residence/for-sale/9600/ronse/rbv35031,9600,Ronse,House,residence,225000,for sale,3,131,3,0,,1,,1,146,225,3,0,1
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd71844,1140,Evere,Apartment,apartment,415000,for sale,2,112,,0,0,1,16,0,,,,,2
https://immovlan.be/en/detail/residence/for-sale/6792/rachecourt/vbd75658,6792,Rachecourt,House,residence,137000,for sale,2,54,,,,1,,1,,503,3,,0
https://immovlan.be/en/detail/residence/for-sale/9500/geraardsbergen/rbv35814,9500,Geraardsbergen,House,residence,235000,for sale,3,171,,0,,0,,1,,245,,,0
https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vaz65233,1000,Brussels,Apartment,apartment,311000,for sale,2,,,0,,1,,0,,,4,,4
https://immovlan.be/en/detail/apartment/for-sale/3550/heusden-zolder/rbv34493,3550,Heusden-Zolder,Apartment,apartment,259000,for sale,2,94,2,0,,1,,1,,,,,1
https://immovlan.be/en/detail/residence/for-sale/1060/sint-gillis/vax76900,1060,Sint-Gillis,House,residence,795000,for sale,5,,,,,,,,,,2,,
https://immovlan.be/en/detail/duplex/for-sale/3770/riemst/rbu86358,3770,Riemst,Apartment,duplex,315000,for sale,,265,,,,1,,1,,,,,
https://immovlan.be/en/detail/mixed-building/for-sale/1000/brussels/vbd88532,1000,Brussels,House,mixed-building,3600000,for sale,,,,,,,,,,,2,,
https://immovlan.be/en/detail/apartment/for-sale/8000/brugge/rbv34455,8000,Brugge,Apartment,apartment,189000,for sale,2,73,,,,0,,0,,,,,
https://immovlan.be/en/detail/residence/for-sale/3500/hasselt/rbv05611,3500,Hasselt,House,residence,289000,for sale,3,170,1,0,,1,,1,,890,4,,
https://immovlan.be/en/detail/apartment/for-sale/6780/messancy/vbd82200,6780,Messancy,Apartment,apartment,285000,for sale,2,106,3,0,,0,,0,,,3,0,1
https://immovlan.be/en/detail/residence/for-sale/5300/bonneville/vbd82402,5300,Bonneville,House,residence,275000,for sale,4,130,,1,1,1,10,1,498,626,4,0,1
https://immovlan.be/en/detail/mixed-building/for-sale/7000/mons/vbd70012,7000,Mons,House,mixed-building,2850000,for sale,,,,,,,,,,,2,,
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vwd16293,1140,Evere,Apartment,apartment,319000,for sale,2,96,,,,1,,,,,3,,2
https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbd32792,1400,Nivelles,House,residence,479000,for sale,3,211,,,0,0,,1,,360,,,4
https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd93794,5300,Andenne,House,residence,135000,for sale,1,75,1,0,,1,,1,,115,4,,1
https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbv27879,2100,Deurne,House,residence,499000,for sale,3,180,,0,,1,,0,,263,2,,1
https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv29917,9300,Aalst,Apartment,apartment,289000,for sale,2,115,,0,0,1,15,0,,,,,2
https://immovlan.be/en/detail/residence/for-sale/5680/doische/vbd88575,5680,Doische,House,residence,377848,for sale,4,207,,,,,,1,,750,3,,4
https://immovlan.be/en/detail/duplex/for-sale/1030/schaarbeek/vbd88849,1030,Schaarbeek,Apartment,duplex,225000,for sale,3,161,,0,,1,22,0,,,2,0,0
https://immovlan.be/en/detail/studio/for-sale/1180/ukkel/vbd93680,1180,Ukkel,Apartment,studio,195000,for sale,0,35,,,,1,25,,,,,,1
https://immovlan.be/en/detail/residence/for-sale/5560/houyet/vbd76059,5560,Houyet,House,residence,329000,for sale,3,159,3,,,1,,1,756,756,4,0,4
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd93799,1180,Ukkel,Apartment,apartment,1020000,for sale,4,235,,,0,1,20,,,,,,2
https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbd84507,1060,Sint-Gillis,Apartment,apartment,400000,for sale,2,135,,,,1,,,,,,0,0
https://immovlan.be/en/detail/residence/for-sale/4850/plombieres/vbd83143,4850,Plombières,House,residence,133000,for sale,2,100,,,,1,,1,,,,,
https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbv36571,2100,Deurne,House,residence,385000,for sale,3,287,,0,,1,24,1,75,170,,,1
https://immovlan.be/en/detail/apartment/for-sale/2300/turnhout/rbv30693,2300,Turnhout,Apartment,apartment,197000,for sale,1,59,,0,,1,6,0,,,3,,4
https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbd66921,1050,Elsene,House,residence,190000,for sale,2,65,,0,,0,,0,,16,2,0,0
https://immovlan.be/en/detail/residence/for-sale/2140/borgerhout/rwc41944,2140,Borgerhout,House,residence,399000,for sale,3,245,1,,,,,1,80,,,,0
https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd29544,1180,Ukkel,House,residence,1150000,for sale,3,314,,0,,1,,0,,,2,,1
https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbv27984,2170,Merksem,House,residence,439000,for sale,3,180,,0,,1,10,0,,125,2,,1
https://immovlan.be/en/detail/apartment/for-sale/9600/ronse/rbu49911,9600,Ronse,Apartment,apartment,210000,for sale,1,65,,0,,1,13,0,,,2,,
https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/rbu74544,1080,Sint-Jans-Molenbeek,Apartment,apartment,199000,for sale,2,80,,0,,1,1,0,,,,,1
https://immovlan.be/en/detail/residence/for-sale/1702/groot-bijgaarden/rbv25795,1702,Groot-Bijgaarden,House,residence,549000,for sale,3,230,2,0,,1,70,1,55,245,3,0,2
https://immovlan.be/en/detail/residence/for-sale/1933/sterrebeek/rbv17195,1933,Sterrebeek,House,residence,850000,for sale,4,611,,0,,1,,1,,,4,,
https://immovlan.be/en/detail/residence/for-sale/2270/herenthout/rbv34491,2270,Herenthout,House,residence,325000,for sale,4,171,,,,0,,1,,520,,,0
https://immovlan.be/en/detail/studio/for-sale/1070/anderlecht/vbd75334,1070,Anderlecht,Apartment,studio,189000,for sale,0,46,2,0,,0,,0,,,4,0,4
https://immovlan.be/en/detail/residence/for-sale/4218/couthuin/vbd92672,4218,Couthuin,House,residence,395000,for sale,4,168,3,0,,1,36,1,959,1098,4,0,1
https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbd88780,6030,Marchienne-au-Pont,House,residence,279000,for sale,7,294,3,0,,1,,,,,2,,3
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-pierre/vbd86659,7100,Haine-Saint-Pierre,House,residence,110000,for sale,3,,,,,0,,1,,579,2,,0
https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbd93403,1080,Sint-Jans-Molenbeek,Apartment,apartment,160000,for sale,1,56,2,,,1,,0,,,4,0,1
https://immovlan.be/en/detail/apartment/for-sale/3740/beverst/rbu78269,3740,Beverst,Apartment,apartment,524900,for sale,2,121,,0,,1,,0,,,2,,2
https://immovlan.be/en/detail/apartment/for-sale/1210/sint-joost-ten-node/vbd92810,1210,Sint-Joost-ten-Node,Apartment,apartment,140000,for sale,1,43,,0,,0,,0,,,2,,0
https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbd45050,1000,Brussels,Apartment,apartment,599500,for sale,2,95,,0,,1,9,0,,,2,0,2
https://immovlan.be/en/detail/penthouse/for-sale/1060/sint-gillis/vbd33404,1060,Sint-Gillis,Apartment,penthouse,865000,for sale,4,200,2,,,1,,0,,,2,0,2
https://immovlan.be/en/detail/residence/for-sale/1090/jette/vbd89491,1090,Jette,House,residence,649000,for sale,4,250,,0,,1,,1,180,332,3,0,2
https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbu77020,3700,Berg,House,residence,295000,for sale,4,156,,,,0,,0,,3862,3,,
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd33618,1180,Ukkel,Apartment,apartment,349000,for sale,2,125,,,,1,15,0,,,2,,
https://immovlan.be/en/detail/apartment/for-sale/2940/stabroek/rbv36585,2940,Stabroek,Apartment,apartment,259000,for sale,1,86,,0,,1,5,1,20,,,,1
https://immovlan.be/en/detail/apartment/for-sale/2930/brasschaat/rbv29053,2930,Brasschaat,Apartment,apartment,421000,for sale,2,105,,0,,1,8,0,,,2,,4
https://immovlan.be/en/detail/residence/for-sale/9180/moerbeke-waas/rbv35836,9180,Moerbeke-Waas,House,residence,395000,for sale,3,170,,0,,1,,1,,860,4,,0
https://immovlan.be/en/detail/residence/for-sale/2990/wuustwezel/rwc38875,2990,Wuustwezel,House,residence,400936,for sale,3,174,,,,,,1,,,2,,
https://immovlan.be/en/detail/residence/for-sale/9450/haaltert/rbu32336,9450,Haaltert,House,residence,427630,for sale,3,138,,,,0,,1,166,236,3,,4
https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbd82426,1020,Laken,Apartment,apartment,249000,for sale,3,106,3,,,1,,0,,,2,0,1
https://immovlan.be/en/detail/residence/for-sale/4102/ougree/vbd92282,4102,Ougrée,House,residence,234900,for sale,3,168,1,0,,1,,1,82,262,2,0,
https://immovlan.be/en/detail/duplex/for-sale/1030/schaarbeek/vbd90576,1030,Schaarbeek,Apartment,duplex,450000,for sale,3,112,1,0,,1,17,1,48,,2,0,1
https://immovlan.be/en/detail/loft/for-sale/3700/tongeren/rbv29586,3700,Tongeren,Apartment,loft,375000,for sale,2,138,,,,1,27,0,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd78528,1200,Sint-Lambrechts-Woluwe,Apartment,apartment,450000,for sale,2,115,,0,,1,,0,,,,,1
https://immovlan.be/en/detail/residence/for-sale/5640/biesme/vbd55631,5640,Biesme,House,residence,350000,for sale,3,318,3,,,,,1,456,250,2,,1
https://immovlan.be/en/detail/residence/for-sale/4790/burg-reuland/vbd48377,4790,Burg-Reuland,House,residence,165000,for sale,2,100,,,0,0,,0,,428,,,0
https://immovlan.be/en/detail/residence/for-sale/7743/obigies/vbd90730,7743,Obigies,House,residence,340000,for sale,2,,,0,,1,,1,,1166,4,,
